,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
150,gorizia,0,MX,1554358818,39,25.54,-100.95,291.48,2.24
151,gorizia,75,NO,1554357000,79,71.03,27.85,273.15,5.1
152,gorizia,40,ES,1554358555,62,38.18,-1.13,287.15,3.6
153,gorizia,0,PE,1554358907,91,-17.03,-72.02,285.849,1.07
154,gorizia,8,MG,1554358908,99,-13.19,49.05,299.849,1.82
155,gorizia,80,RU,1554358908,78,53.94,139.92,272.449,2.82
156,gorizia,80,PG,1554358909,87,-6.6,147.85,298.899,1.22
157,gorizia,12,ZA,1554358543,59,-33.59,26.89,295.37,1.34
158,gorizia,48,RU,1554358909,95,66.08,76.63,267.149,3.72
159,gorizia,40,MU,1554358743,70,-20.01,57.66,303.15,3.1
160,gorizia,0,NO,1554358803,61,59.36,5.22,283.71,2.6
161,gorizia,0,CA,1554358711,32,66.15,-65.72,250.349,1.32
162,gorizia,20,NA,1554354000,77,-19.25,17.72,292.15,3.12
163,gorizia,40,BB,1554357600,78,13.22,-59.52,298.15,8.7
164,gorizia,0,AR,1554358911,47,-43.25,-65.31,286.049,6.82
165,gorizia,5,CA,1554354000,33,63.59,-135.9,263.15,1.5
166,gorizia,100,NZ,1554358712,78,-46.28,169.85,283.71,0.89
167,gorizia,0,CL,1554357600,68,-23.65,-70.4,291.15,1.0
168,gorizia,92,RU,1554358657,97,53.19,44.05,273.049,6.37
169,gorizia,80,RU,1554358912,37,50.3,103.31,280.399,3.02
170,gorizia,75,BR,1554357600,88,-3.71,-38.6,298.15,2.6
171,gorizia,40,PF,1554358345,74,-17.83,-149.27,302.15,2.1
172,gorizia,75,MY,1554354000,52,3.49,103.39,306.15,3.1
173,gorizia,92,RU,1554358655,93,50.68,156.12,274.349,2.62
174,gorizia,92,KZ,1554358913,54,47.47,84.87,289.349,1.22
175,gorizia,40,BR,1554357600,94,-5.81,-35.21,297.15,2.1
176,gorizia,20,CA,1554358736,58,43.26,-79.87,275.37,1.5
177,gorizia,75,NO,1554353400,92,70.95,27.35,273.15,2.1
178,gorizia,8,RU,1554358757,60,52.25,79.17,283.849,3.02
179,gorizia,48,ID,1554358915,98,-3.75,103.64,300.949,2.27
180,gorizia,40,US,1554358823,79,39.33,-120.18,282.04,1.02
181,gorizia,0,MG,1554358916,56,-24.69,44.75,300.599,2.02
182,gorizia,75,GF,1554357600,88,4.94,-52.33,297.15,4.12
183,gorizia,0,IN,1554358916,82,22.84,69.73,302.099,4.22
184,gorizia,88,BR,1554358646,100,-3.28,-39.27,299.449,3.17
185,gorizia,75,JP,1554358805,35,36.58,137.08,289.82,5.7
186,gorizia,32,BG,1554358917,77,41.65,24.16,276.149,0.97
187,gorizia,76,SB,1554358691,100,-10.46,161.92,302.149,3.32
188,gorizia,80,NU,1554354000,88,-19.06,-169.92,298.15,4.6
189,gorizia,0,TG,1554358918,81,7.53,1.13,296.199,2.12
190,gorizia,12,MZ,1554358918,65,-15.62,30.4,296.299,3.62
191,gorizia,76,RU,1554358665,92,71.98,102.47,267.449,4.67
192,gorizia,20,GB,1554358875,100,52.47,1.45,278.71,2.1
193,gorizia,90,CA,1554354000,84,68.22,-135.01,255.15,1.5
194,gorizia,0,NO,1554358658,66,58.89,5.65,282.59,4.6
195,gorizia,12,AU,1554358591,23,-29.46,149.84,302.15,3.6
196,gorizia,20,US,1554358523,86,37.17,-99.65,282.59,7.37
197,gorizia,20,ZA,1554358920,84,-28.77,32.06,295.649,5.67
198,gorizia,92,NZ,1554358780,98,-45.41,167.72,279.199,2.17
199,gorizia,8,RU,1554358660,71,69.7,170.27,265.449,1.22
200,gorizia,75,RU,1554355800,60,53.05,158.65,278.15,6.0
201,gorizia,68,ID,1554358921,79,-0.91,122.88,303.249,1.27
202,gorizia,56,RU,1554358921,76,65.95,111.51,273.699,2.12
203,gorizia,0,NA,1554358922,70,-24.83,16.98,285.149,1.17
204,gorizia,76,PG,1554358785,100,-10.62,150.67,300.749,5.27
205,gorizia,0,GL,1554357000,85,65.61,-37.64,269.15,7.2
206,gorizia,20,ID,1554358877,52,-6.34,106.1,306.15,5.1
207,gorizia,0,MX,1554358863,92,24.32,-107.36,290.93,1.02
208,gorizia,24,FO,1554358923,100,61.47,-6.81,279.699,10.07
209,gorizia,40,US,1554358775,69,20.89,-156.47,297.15,7.7
210,gorizia,90,RU,1554355800,100,53.3,59.13,272.15,7.0
211,gorizia,20,IR,1554354000,71,33.48,48.35,284.15,2.1
212,gorizia,64,MN,1554358925,56,49.98,92.07,282.849,2.12
213,gorizia,40,AF,1554353700,77,34.35,62.22,291.15,1.5
214,gorizia,44,BR,1554358925,95,-18.5,-54.75,296.249,1.27
215,gorizia,0,PT,1554358926,89,41.42,-6.55,270.949,1.87
216,gorizia,20,US,1554358353,78,19.71,-155.08,297.04,4.1
217,gorizia,90,US,1554358598,82,31.34,-94.73,290.37,4.6
218,gorizia,75,NP,1554357000,64,27.71,85.32,295.15,5.1
219,gorizia,75,CM,1554357600,94,4.42,9.93,299.15,1.5
220,gorizia,75,MY,1554354000,66,2.1,102.8,305.15,3.6
221,gorizia,64,RU,1554358928,71,59.7,150.17,274.449,4.62
222,gorizia,24,PE,1554358815,92,-10.07,-78.15,290.549,1.52
223,gorizia,20,CZ,1554358863,57,48.73,14.32,283.15,4.1
224,gorizia,44,BR,1554358831,100,-21.64,-41.05,297.999,5.47
225,gorizia,8,ID,1554358929,100,4.14,96.13,302.299,1.07
226,gorizia,24,FR,1554358522,93,44.83,-0.61,278.15,2.6
227,gorizia,92,AR,1554358809,48,-40.81,-62.99,291.349,2.12
228,gorizia,75,MT,1554358809,100,35.84,14.54,288.15,7.7
229,gorizia,20,ID,1554358930,95,-4.12,104.17,302.699,2.77
230,gorizia,1,US,1554358557,69,21.39,-158.15,297.15,3.1
231,gorizia,12,ID,1554358742,100,-0.86,131.25,300.349,2.52
232,gorizia,44,CN,1554358931,29,41.1,120.75,296.849,7.32
233,gorizia,88,CA,1554358561,100,47.17,-55.16,275.93,1.79
234,gorizia,75,DZ,1554357600,64,27.87,-0.29,293.15,10.8
235,gorizia,0,JP,1554354000,28,33.72,135.99,288.15,3.6
236,gorizia,0,NO,1554358922,86,59.79,5.78,282.15,2.1
237,gorizia,0,PT,1554358655,70,37.14,-8.45,281.15,4.6
238,gorizia,0,MX,1554358216,48,23.99,-104.67,287.04,2.68
239,gorizia,76,FR,1554358830,86,44.41,-1.18,279.26,1.0
240,gorizia,12,BR,1554358513,97,-26.26,-49.52,294.26,1.07
241,gorizia,40,MU,1554358443,70,-20.34,57.76,303.15,3.1
242,gorizia,20,PT,1554358570,75,38.7,-9.42,283.15,2.1
243,gorizia,1,US,1554358604,82,36.96,-120.06,290.15,2.1
244,gorizia,20,ID,1554354000,74,-0.92,100.36,304.15,2.1
245,gorizia,12,IE,1554358924,90,54.63,-8.45,276.48,0.89
246,gorizia,56,BR,1554358936,99,-9.01,-35.22,297.549,1.17
247,gorizia,76,AU,1554357600,25,-15.77,128.74,310.15,5.1
248,gorizia,92,RU,1554358770,94,63.05,179.32,271.699,8.62
249,gorizia,0,CN,1554358937,37,42.84,93.51,296.599,2.07
250,gorizia,92,DO,1554358937,91,19.37,-69.85,297.599,3.67
251,gorizia,40,VN,1554357600,70,10.39,105.43,304.15,1.5
252,gorizia,0,CU,1554358938,79,20.71,-78.0,296.049,4.57
253,gorizia,75,CA,1554354000,77,60.82,-115.79,257.15,1.0
254,gorizia,80,RU,1554358670,79,71.64,128.87,272.549,4.62
255,gorizia,40,PT,1554357600,76,38.52,-28.7,287.15,7.7
256,gorizia,92,NZ,1554358926,91,-45.75,170.57,283.15,4.47
257,gorizia,88,RU,1554358939,68,63.01,112.47,275.149,1.67
258,gorizia,0,AR,1554357600,56,-51.62,-69.22,280.15,13.4
259,gorizia,75,MY,1554358556,67,1.48,103.39,307.15,3.1
260,gorizia,24,BR,1554358940,96,-12.74,-60.15,294.899,0.62
261,gorizia,90,US,1554358874,38,37.02,-93.21,289.26,8.2
262,gorizia,0,UA,1554357600,30,47.96,32.54,279.15,1.0
263,gorizia,0,RU,1554358519,34,56.73,85.44,278.71,6.0
264,gorizia,0,IN,1554358941,25,10.24,77.49,304.099,1.17
265,gorizia,0,DE,1554358937,57,52.69,13.18,284.26,4.6
266,gorizia,75,US,1554358615,41,36.73,-91.85,288.15,3.1
267,gorizia,80,BR,1554358626,100,-1.2,-46.02,297.499,2.12
268,gorizia,20,IR,1554355800,70,38.2,44.77,282.15,1.0
269,gorizia,0,ZW,1554358943,84,-20.16,28.59,289.099,2.42
270,gorizia,90,US,1554358761,82,30.04,-94.42,292.15,4.1
271,gorizia,1,US,1554358441,81,33.19,-82.53,287.15,2.47
272,gorizia,90,US,1554357360,80,58.3,-134.42,278.15,1.67
273,gorizia,24,AO,1554358728,100,-15.19,12.15,298.549,3.07
274,gorizia,24,GB,1554358815,94,54.57,-2.89,276.48,2.6
275,gorizia,92,AF,1554358764,81,36.41,64.91,292.849,3.77
276,gorizia,40,AU,1554357600,31,-20.73,139.49,306.15,2.6
277,gorizia,8,NA,1554358673,71,-18.06,13.84,289.799,1.72
278,gorizia,20,MX,1554358659,69,27.52,-110.01,287.999,0.97
279,gorizia,8,IN,1554358945,69,25.52,90.21,298.949,3.12
280,gorizia,75,KZ,1554357600,59,47.8,67.71,289.15,8.0
281,gorizia,24,ID,1554358946,72,-7.38,108.21,299.299,1.32
282,gorizia,20,NO,1554358502,92,60.82,11.34,273.71,1.02
283,gorizia,0,AR,1554357600,66,-45.87,-67.48,282.15,3.6
284,gorizia,0,UY,1554358652,94,-34.48,-54.34,287.549,3.02
285,gorizia,76,BR,1554358947,92,-9.87,-56.08,295.949,1.62
286,gorizia,12,CD,1554358947,87,-5.39,27.0,297.449,1.42
287,gorizia,20,JM,1554354000,74,17.97,-76.87,299.15,0.5
288,gorizia,0,BR,1554358643,92,-20.63,-46.0,290.049,0.87
289,gorizia,92,KZ,1554358948,88,43.6,73.76,287.149,4.77
290,gorizia,64,BR,1554358513,97,-26.47,-49.0,294.26,0.87
291,gorizia,90,CA,1554358740,58,48.88,-72.44,270.37,7.7
292,gorizia,68,ID,1554358949,79,-0.95,122.79,303.249,1.27
293,gorizia,1,US,1554358806,33,41.28,-70.1,280.15,9.8
294,gorizia,68,RU,1554358950,67,55.04,43.25,273.449,6.37
295,gorizia,8,CN,1554358950,46,41.11,122.99,293.899,6.37
296,gorizia,12,CD,1554358951,79,-3.59,26.67,298.099,1.32
297,gorizia,75,AU,1554358505,68,-31.43,152.91,298.71,5.1
298,gorizia,0,IN,1554358951,100,10.57,72.64,302.649,1.57
299,gorizia,40,IN,1554357600,33,30.69,78.49,303.15,2.6
300,gorizia,40,RU,1554355800,35,53.36,84.58,278.15,8.0
301,gorizia,56,ET,1554358952,29,8.25,34.59,298.949,1.67
302,gorizia,40,PE,1554357600,94,-8.38,-74.54,297.15,3.6
303,gorizia,40,BR,1554357600,94,-6.97,-34.84,298.15,0.5
304,gorizia,0,AU,1554357600,15,-20.31,118.58,309.15,6.2
305,gorizia,24,PE,1554358953,92,-11.26,-74.64,291.399,0.72
306,gorizia,88,RU,1554358403,95,69.49,88.39,266.949,3.97
307,gorizia,0,EG,1554358954,48,27.18,31.19,290.599,1.97
308,gorizia,0,RU,1554358955,37,48.19,136.14,279.099,2.82
309,gorizia,92,MR,1554354000,77,20.93,-17.03,291.15,3.1
310,gorizia,0,NE,1554358720,32,18.74,7.39,294.649,2.82
311,gorizia,20,TT,1554358604,94,10.24,-61.45,298.15,2.6
312,gorizia,20,PH,1554358956,77,6.96,124.66,303.799,2.12
313,gorizia,0,NE,1554358956,28,13.32,12.61,295.499,2.67
314,gorizia,40,GA,1554357600,94,-0.72,8.78,300.15,1.0
315,gorizia,5,MX,1554358592,88,23.22,-106.42,295.37,1.5
316,gorizia,24,SB,1554358957,81,-8.15,159.59,302.999,3.22
317,gorizia,8,ID,1554358957,98,-9.65,120.26,301.049,1.67
318,gorizia,0,RU,1554358957,51,62.65,135.58,275.849,2.47
319,gorizia,0,CL,1554357600,49,-45.58,-72.07,281.15,2.1
320,gorizia,24,PK,1554358958,24,29.9,69.25,303.449,1.72
321,gorizia,75,JP,1554354000,28,43.32,145.57,280.15,4.6
322,gorizia,40,CN,1554358927,29,24.57,102.46,294.26,6.0
323,gorizia,20,GR,1554358398,87,39.45,22.34,283.71,1.07
324,gorizia,20,JP,1554355814,45,42.56,141.33,284.26,6.2
325,gorizia,44,GM,1554358960,86,13.18,-16.76,293.199,7.37
326,gorizia,0,AU,1554357600,16,-25.24,130.99,306.15,6.2
327,gorizia,0,IN,1554358961,28,20.71,70.98,311.149,0.87
328,gorizia,68,SO,1554358718,100,9.49,50.81,299.399,1.32
329,gorizia,75,CA,1554354000,100,50.7,-127.42,278.15,1.0
330,gorizia,8,BR,1554358961,94,-28.3,-54.26,294.899,3.07
331,gorizia,20,BR,1554358743,95,-0.41,-65.02,297.099,1.07
332,gorizia,75,IT,1554358752,87,45.18,8.4,285.37,8.2
333,gorizia,0,AU,1554358803,53,-41.05,145.91,290.93,5.81
334,gorizia,56,BS,1554358708,100,26.54,-77.06,296.049,6.27
335,gorizia,0,ET,1554358963,61,7.07,38.78,289.499,1.77
336,gorizia,68,CD,1554358963,96,1.51,21.07,295.349,1.32
337,gorizia,44,ID,1554358577,100,5.56,95.32,299.449,1.32
338,gorizia,88,PY,1554358687,95,-26.98,-56.83,295.949,2.02
339,gorizia,90,PG,1554357600,88,-9.47,147.16,300.15,5.1
340,gorizia,0,MV,1554358702,100,5.1,73.07,302.449,1.27
341,gorizia,0,NO,1554358819,80,58.46,8.52,279.26,6.2
342,gorizia,75,MY,1554358556,55,1.46,103.88,307.15,3.6
343,gorizia,0,GL,1554357000,38,60.91,-46.05,268.15,4.6
344,gorizia,75,BR,1554357600,94,-16.19,-55.97,298.15,3.1
